,Timestamp,Object,Range,Angle1,Angle2,Magnitude
60,2023-01-01 00:00:01,25354,39956.0,0.6784,2.3646,10.8
61,2023-01-01 00:00:01,26605,23434.94,-0.8165,5.6216,10.9
62,2023-01-01 00:00:01,27825,39134.45,5.5873,6.8007,8.2
63,2023-01-01 00:00:01,32264,2203.38,8.6745,1.4977,6.7
64,2023-01-01 00:00:01,41544,37551.74,1.5489,3.602,7.4
65,2023-01-01 00:00:01,38778,40239.28,-9.7814,-3.1587,10.8
66,2023-01-01 00:00:01,39285,40214.32,-9.4936,-2.9319,10.6
67,2023-01-01 00:00:01,38752,7094.09,1.6435,-1.6679,6.1
68,2023-01-01 00:00:01,39522,38910.03,-1.648,8.9789,10.4
69,2023-01-01 00:00:01,38741,39952.15,-8.1012,-0.6691,11.2
70,2023-01-01 00:00:01,38014,38860.76,-1.2971,9.4742,11.0
71,2023-01-01 00:00:01,39617,39918.55,-7.8202,-0.3259,10.7
72,2023-01-01 00:00:01,37392,39770.22,-7.0554,0.9082,11.1
73,2023-01-01 00:00:01,40351,11632.22,2.4174,-5.6596,8.8
74,2023-01-01 00:00:01,36745,40018.09,-8.3605,-1.2146,10.9
75,2023-01-01 00:00:01,40364,40237.1,-9.6632,-3.1874,10.6
76,2023-01-01 00:00:01,28379,33336.81,0.6624,1.0169,10.8
77,2023-01-01 00:00:01,36101,39492.41,-5.2399,3.5491,10.7
78,2023-01-01 00:00:01,40368,37903.81,-1.4267,7.7821,11.0
79,2023-01-01 00:00:01,33750,39760.61,-6.8759,1.104,10.6
80,2023-01-01 00:00:01,40505,39090.25,-2.8151,7.209,10.8
81,2023-01-01 00:00:01,33056,38904.09,-1.5992,8.9582,11.2
82,2023-01-01 00:00:01,40665,28824.89,-3.6347,10.2158,10.2
83,2023-01-01 00:00:01,32390,26892.73,-5.5406,4.5101,10.5
84,2023-01-01 00:00:01,40734,33085.46,4.0071,8.3869,10.4
85,2023-01-01 00:00:01,29498,25868.4,6.4689,5.6773,9.9
86,2023-01-01 00:00:01,41191,39461.88,-5.1553,3.7712,10.8
87,2023-01-01 00:00:01,28546,37657.78,1.453,-9.7814,10.2
88,2023-01-01 00:00:01,28542,40208.98,-8.7119,-2.8892,10.8
89,2023-01-01 00:00:01,35874,18213.67,7.1598,3.1867,10.3
90,2023-01-01 00:00:01,44186,40025.7,-8.3833,-1.1825,11.1
91,2023-01-01 00:00:01,39190,11462.2,3.7126,-4.056,8.7
92,2023-01-01 00:00:01,23764,39952.68,6.3221,2.7549,10.2
93,2023-01-01 00:00:01,44800,39517.66,-5.4771,3.2336,11.0
94,2023-01-01 00:00:01,24737,40615.19,4.9551,-3.2318,11.1
95,2023-01-01 00:00:01,50212,38915.69,-1.5686,8.9852,10.8
96,2023-01-01 00:00:01,47306,39958.41,-8.1476,-0.7795,10.7
97,2023-01-01 00:00:01,44910,39741.51,-5.3831,1.2023,10.5
98,2023-01-01 00:00:01,23230,40273.92,-3.0843,-8.0303,11.2
99,2023-01-01 00:00:01,23429,40296.37,2.7467,-6.2847,11.4
100,2023-01-01 00:00:01,20887,1259.75,-6.0582,-7.1941,3.8
101,2023-01-01 00:00:01,23132,39215.34,7.8939,5.8143,10.4
102,2023-01-01 00:00:01,16064,24375.74,-0.5903,5.5341,10.8
103,2023-01-01 00:00:01,22787,40771.36,-0.3139,-7.8952,10.4
104,2023-01-01 00:00:01,46116,31569.48,-2.3004,3.1775,10.3
105,2023-01-01 00:00:01,23313,40674.88,2.8723,-3.6093,11.3
106,2023-01-01 00:00:02,40364,40234.11,-9.682,-3.1601,10.6
107,2023-01-01 00:00:02,35874,18210.45,7.1337,3.2394,10.3
108,2023-01-01 00:00:02,26605,23431.52,-0.8428,5.6558,10.9
109,2023-01-01 00:00:02,23313,40670.43,2.8547,-3.5704,11.3
110,2023-01-01 00:00:02,23132,39210.52,7.8682,5.859,10.4
111,2023-01-01 00:00:02,44910,39738.09,-5.4059,1.2341,10.5
112,2023-01-01 00:00:02,27825,39129.92,5.5606,6.8431,8.2
113,2023-01-01 00:00:02,23764,39947.98,6.2993,2.7976,10.2
114,2023-01-01 00:00:02,42814,39182.25,-3.4086,6.3769,11.1
115,2023-01-01 00:00:02,36101,39489.02,-5.2651,3.5815,10.7
116,2023-01-01 00:00:02,40368,37899.55,-1.4563,7.8158,11.0
117,2023-01-01 00:00:02,47306,39955.28,-8.1688,-0.7504,10.7
118,2023-01-01 00:00:02,33750,39757.36,-6.8988,1.1345,10.6
119,2023-01-01 00:00:02,23429,40291.85,2.7308,-6.2457,11.4
120,2023-01-01 00:00:02,28379,33334.49,0.6376,1.0544,10.8
121,2023-01-01 00:00:02,40505,39086.67,-2.8437,7.244,10.8
122,2023-01-01 00:00:02,33056,38900.42,-1.6293,8.9944,11.2
123,2023-01-01 00:00:02,41544,37547.47,1.5244,3.6407,7.4
124,2023-01-01 00:00:02,23230,40270.98,-3.0994,-7.9977,11.2
125,2023-01-01 00:00:02,28542,40205.89,-8.7309,-2.8609,10.8
126,2023-01-01 00:00:02,32390,26887.15,-5.5717,4.5427,10.4
127,2023-01-01 00:00:02,32264,2192.89,8.4577,1.6617,6.7
128,2023-01-01 00:00:02,46116,31564.19,-2.3276,3.2113,10.3
129,2023-01-01 00:00:02,40734,33079.91,3.9762,8.4269,10.4
130,2023-01-01 00:00:02,29498,25862.87,6.4395,5.721,9.9
131,2023-01-01 00:00:02,28546,37652.71,1.4394,-9.744,10.2
132,2023-01-01 00:00:02,41594,21125.72,-7.7846,-0.9044,9.8
133,2023-01-01 00:00:02,36745,40014.98,-8.3812,-1.1857,10.9
134,2023-01-01 00:00:02,40665,28823.18,-3.6702,10.2517,10.2
135,2023-01-01 00:00:02,38741,39949.02,-8.1224,-0.6399,11.2
136,2023-01-01 00:00:02,44186,40022.59,-8.4041,-1.1536,11.1
137,2023-01-01 00:00:02,39190,11456.08,3.6857,-3.9984,8.7
138,2023-01-01 00:00:02,25354,39951.92,0.6552,2.4019,10.8
139,2023-01-01 00:00:02,38778,40236.31,-9.8003,-3.1315,10.8
140,2023-01-01 00:00:02,16064,24370.55,-0.6179,5.5658,10.8
141,2023-01-01 00:00:02,39285,40211.32,-9.5127,-2.9044,10.6
142,2023-01-01 00:00:02,38752,7084.18,1.6094,-1.6177,6.1
143,2023-01-01 00:00:02,39522,38906.36,-1.6782,9.0151,10.4
144,2023-01-01 00:00:02,24737,40610.49,4.9369,-3.1906,11.1
145,2023-01-01 00:00:02,25638,40913.8,-1.2106,-8.8283,11.1
146,2023-01-01 00:00:02,44077,26378.9,6.1242,6.8411,10.2
147,2023-01-01 00:00:02,50212,38912.01,-1.5987,9.0215,10.8
148,2023-01-01 00:00:02,44800,39514.29,-5.502,3.2657,11.0
149,2023-01-01 00:00:02,25894,39481.54,-1.5181,4.2519,11.4
150,2023-01-01 00:00:02,41191,39458.48,-5.1807,3.8037,10.8
151,2023-01-01 00:00:02,26397,40907.87,1.4511,-9.3142,11.4
152,2023-01-01 00:00:02,20887,1255.42,-6.7201,-7.1198,3.8
153,2023-01-01 00:00:02,40351,11626.2,2.3916,-5.6041,8.8
154,2023-01-01 00:00:02,44034,39162.34,-3.461,6.3284,10.2
155,2023-01-01 00:00:02,39617,39915.39,-7.8418,-0.2965,10.7
156,2023-01-01 00:00:02,22787,40767.18,-0.3281,-7.8594,10.4
157,2023-01-01 00:00:02,38014,38857.07,-1.3276,9.5108,11.0
158,2023-01-01 00:00:02,37392,39766.99,-7.0782,0.9385,11.1
159,2023-01-01 00:00:03,32390,26881.57,-5.6028,4.5752,10.4
160,2023-01-01 00:00:03,37392,39763.76,-7.101,0.9688,11.1
161,2023-01-01 00:00:03,16064,24365.36,-0.6456,5.5975,10.8
162,2023-01-01 00:00:03,40665,28821.46,-3.7058,10.2874,10.2
163,2023-01-01 00:00:03,32264,2182.44,8.2388,1.8264,6.7
164,2023-01-01 00:00:03,38014,38853.39,-1.3582,9.5473,11.0
165,2023-01-01 00:00:03,40734,33074.36,3.9452,8.4669,10.4
166,2023-01-01 00:00:03,29498,25857.34,6.4101,5.7647,9.9
167,2023-01-01 00:00:03,38778,40233.33,-9.8192,-3.1042,10.8
168,2023-01-01 00:00:03,39190,11449.97,3.6588,-3.9409,8.7
169,2023-01-01 00:00:03,22787,40763.01,-0.3424,-7.8236,10.4
170,2023-01-01 00:00:03,46116,31558.9,-2.3548,3.2451,10.3
171,2023-01-01 00:00:03,23230,40268.04,-3.1146,-7.9652,11.2
172,2023-01-01 00:00:03,38752,7074.27,1.5753,-1.5673,6.1
173,2023-01-01 00:00:03,36101,39485.63,-5.2904,3.6138,10.7
174,2023-01-01 00:00:03,23132,39205.71,7.8424,5.9036,10.4
175,2023-01-01 00:00:03,20887,1251.24,-7.3864,-7.0463,3.8
176,2023-01-01 00:00:03,40368,37895.29,-1.4859,7.8495,11.0
177,2023-01-01 00:00:03,33750,39754.12,-6.9218,1.165,10.6
178,2023-01-01 00:00:03,39522,38902.7,-1.7083,9.0513,10.4
179,2023-01-01 00:00:03,47306,39952.15,-8.19,-0.7213,10.7
180,2023-01-01 00:00:03,39285,40208.32,-9.5318,-2.8768,10.6
181,2023-01-01 00:00:03,35874,18207.23,7.1075,3.2921,10.3
182,2023-01-01 00:00:03,40351,11620.19,2.3657,-5.5485,8.8
183,2023-01-01 00:00:03,38741,39945.89,-8.1437,-0.6108,11.2
184,2023-01-01 00:00:03,40364,40231.12,-9.7009,-3.1327,10.6
185,2023-01-01 00:00:03,40505,39083.09,-2.8723,7.2789,10.8
186,2023-01-01 00:00:03,33056,38896.75,-1.6594,9.0306,11.2
187,2023-01-01 00:00:03,39617,39912.23,-7.8634,-0.267,10.7
188,2023-01-01 00:00:03,50212,38908.35,-1.6289,9.0577,10.8
189,2023-01-01 00:00:03,36745,40011.87,-8.402,-1.1569,10.9
190,2023-01-01 00:00:03,44186,40019.48,-8.4249,-1.1248,11.1
191,2023-01-01 00:00:03,41544,37543.2,1.4999,3.6794,7.4
192,2023-01-01 00:00:03,26397,40903.49,1.4383,-9.2769,11.4
193,2023-01-01 00:00:03,28542,40202.79,-8.75,-2.8327,10.8
194,2023-01-01 00:00:03,44034,39158.81,-3.4888,6.3627,10.2
195,2023-01-01 00:00:03,25894,39477.75,-1.5434,4.2876,11.4
196,2023-01-01 00:00:03,44800,39510.92,-5.527,3.2978,11.0
197,2023-01-01 00:00:03,42814,39178.72,-3.4364,6.4112,11.1
198,2023-01-01 00:00:03,23313,40665.98,2.837,-3.5314,11.3
199,2023-01-01 00:00:03,25638,40909.74,-1.2235,-8.7937,11.1
200,2023-01-01 00:00:03,44910,39734.67,-5.4288,1.266,10.5
201,2023-01-01 00:00:03,24737,40605.79,4.9186,-3.1495,11.1
202,2023-01-01 00:00:03,44077,26373.35,6.095,6.8829,10.2
203,2023-01-01 00:00:03,26605,23428.1,-0.8692,5.6901,10.9
204,2023-01-01 00:00:03,28546,37647.65,1.4257,-9.7066,10.2
205,2023-01-01 00:00:03,41594,21124.43,-7.8134,-0.8692,9.8
206,2023-01-01 00:00:03,27825,39125.39,5.5339,6.8855,8.2
207,2023-01-01 00:00:03,25354,39947.84,0.6321,2.4393,10.8
208,2023-01-01 00:00:03,28379,33332.17,0.6128,1.0919,10.8
209,2023-01-01 00:00:03,23764,39943.28,6.2764,2.8403,10.2
210,2023-01-01 00:00:03,23429,40287.34,2.7149,-6.2068,11.4
211,2023-01-01 00:00:03,41191,39455.09,-5.2062,3.8361,10.8
212,2023-01-01 00:00:04,41594,21123.16,-7.8423,-0.8341,9.8
213,2023-01-01 00:00:04,40351,11614.17,2.3398,-5.493,8.8
214,2023-01-01 00:00:04,40364,40228.14,-9.7198,-3.1054,10.6
215,2023-01-01 00:00:04,22787,40758.83,-0.3566,-7.7878,10.4
216,2023-01-01 00:00:04,42814,39175.19,-3.4642,6.4456,11.1
217,2023-01-01 00:00:04,36745,40008.76,-8.4228,-1.1281,10.9
218,2023-01-01 00:00:04,47306,39949.03,-8.2112,-0.6923,10.7
219,2023-01-01 00:00:04,26397,40899.11,1.4254,-9.2396,11.4
220,2023-01-01 00:00:04,35874,18204.01,7.0813,3.3448,10.3
221,2023-01-01 00:00:04,26605,23424.68,-0.8956,5.7244,10.9
222,2023-01-01 00:00:04,44800,39507.56,-5.552,3.3298,11.0
223,2023-01-01 00:00:04,37392,39760.54,-7.1238,0.9991,11.1
224,2023-01-01 00:00:04,39190,11443.87,3.6317,-3.8833,8.7
225,2023-01-01 00:00:04,38778,40230.36,-9.8381,-3.077,10.8
226,2023-01-01 00:00:04,25354,39943.76,0.6088,2.4766,10.8
227,2023-01-01 00:00:04,24737,40601.1,4.9003,-3.1083,11.1
228,2023-01-01 00:00:04,16064,24360.17,-0.6733,5.6292,10.8
229,2023-01-01 00:00:04,39285,40205.31,-9.551,-2.8493,10.6
230,2023-01-01 00:00:04,38752,7064.36,1.541,-1.517,6.1
231,2023-01-01 00:00:04,44077,26367.81,6.0657,6.9247,10.2
232,2023-01-01 00:00:04,23764,39938.59,6.2534,2.8829,10.2
233,2023-01-01 00:00:04,50212,38904.68,-1.6591,9.0939,10.8
234,2023-01-01 00:00:04,25638,40905.69,-1.2365,-8.759,11.1
235,2023-01-01 00:00:04,39522,38899.05,-1.7385,9.0875,10.4
236,2023-01-01 00:00:04,38014,38849.71,-1.3889,9.5838,11.0
237,2023-01-01 00:00:04,25894,39473.96,-1.5688,4.3232,11.4
238,2023-01-01 00:00:04,44034,39155.28,-3.5166,6.397,10.2
239,2023-01-01 00:00:04,20887,1247.24,-8.0569,-6.9735,3.8
240,2023-01-01 00:00:04,23132,39200.89,7.8166,5.9482,10.4
241,2023-01-01 00:00:04,39617,39909.07,-7.8851,-0.2376,10.7
242,2023-01-01 00:00:04,38741,39942.75,-8.1651,-0.5817,11.2
243,2023-01-01 00:00:04,27825,39120.87,5.5071,6.9279,8.2
244,2023-01-01 00:00:04,36101,39482.24,-5.3157,3.6461,10.7
245,2023-01-01 00:00:04,23230,40265.1,-3.1298,-7.9326,11.2
246,2023-01-01 00:00:04,46116,31553.61,-2.3821,3.2789,10.3
247,2023-01-01 00:00:04,40505,39079.52,-2.9009,7.3138,10.8
248,2023-01-01 00:00:04,40368,37891.04,-1.5156,7.8832,11.0
249,2023-01-01 00:00:04,32264,2172.03,8.0176,1.9919,6.7
250,2023-01-01 00:00:04,33056,38893.09,-1.6896,9.0668,11.2
251,2023-01-01 00:00:04,41191,39451.7,-5.2317,3.8685,10.8
252,2023-01-01 00:00:04,28379,33329.86,0.5879,1.1294,10.8
253,2023-01-01 00:00:04,40734,33068.81,3.9142,8.5069,10.4
254,2023-01-01 00:00:04,29498,25851.81,6.3807,5.8083,9.9
255,2023-01-01 00:00:04,41544,37538.94,1.4753,3.718,7.4
256,2023-01-01 00:00:04,23313,40661.54,2.8193,-3.4925,11.3
257,2023-01-01 00:00:04,23429,40282.83,2.6989,-6.1678,11.4
258,2023-01-01 00:00:04,28546,37642.59,1.412,-9.6692,10.2
259,2023-01-01 00:00:04,40665,28819.76,-3.7415,10.3232,10.2
260,2023-01-01 00:00:04,28542,40199.7,-8.7691,-2.8044,10.8
261,2023-01-01 00:00:04,32390,26875.99,-5.634,4.6077,10.4
262,2023-01-01 00:00:04,33750,39750.87,-6.9448,1.1955,10.6
263,2023-01-01 00:00:04,44186,40016.37,-8.4457,-1.096,11.1
264,2023-01-01 00:00:04,44910,39731.25,-5.4517,1.2978,10.5
265,2023-01-01 00:00:05,40665,28818.05,-3.7771,10.359,10.2
266,2023-01-01 00:00:05,25638,40901.63,-1.2495,-8.7244,11.1
267,2023-01-01 00:00:05,32264,2161.65,7.7941,2.158,6.6
268,2023-01-01 00:00:05,39522,38895.39,-1.7688,9.1236,10.4
269,2023-01-01 00:00:05,25894,39470.17,-1.5942,4.3588,11.4
270,2023-01-01 00:00:05,44034,39151.76,-3.5444,6.4313,10.2
271,2023-01-01 00:00:05,38014,38846.04,-1.4195,9.6203,11.0
272,2023-01-01 00:00:05,27825,39116.36,5.4802,6.9703,8.2
273,2023-01-01 00:00:05,46116,31548.33,-2.4094,3.3127,10.3
274,2023-01-01 00:00:05,44186,40013.27,-8.4666,-1.0672,11.1
275,2023-01-01 00:00:05,39190,11437.76,3.6046,-3.8257,8.7
276,2023-01-01 00:00:05,38778,40227.4,-9.8571,-3.0498,10.8
277,2023-01-01 00:00:05,40734,33063.27,3.8831,8.5468,10.4
278,2023-01-01 00:00:05,24737,40596.4,4.8819,-3.0671,11.1
279,2023-01-01 00:00:05,25354,39939.69,0.5856,2.5139,10.8
280,2023-01-01 00:00:05,28542,40196.61,-8.7882,-2.7762,10.8
281,2023-01-01 00:00:05,23313,40657.09,2.8016,-3.4536,11.3
282,2023-01-01 00:00:05,29498,25846.28,6.3512,5.852,9.9
283,2023-01-01 00:00:05,38752,7054.45,1.5066,-1.4666,6.0
284,2023-01-01 00:00:05,41191,39448.31,-5.2573,3.9009,10.8
285,2023-01-01 00:00:05,16064,24354.99,-0.701,5.6608,10.8
286,2023-01-01 00:00:05,50212,38901.02,-1.6893,9.1301,10.8
287,2023-01-01 00:00:05,38741,39939.63,-8.1864,-0.5525,11.2
288,2023-01-01 00:00:05,44077,26362.27,6.0364,6.9665,10.2
289,2023-01-01 00:00:05,39285,40202.32,-9.5702,-2.8218,10.6
290,2023-01-01 00:00:05,23230,40262.17,-3.145,-7.9,11.2
291,2023-01-01 00:00:05,39617,39905.91,-7.9068,-0.2082,10.7
292,2023-01-01 00:00:05,40351,11608.16,2.3137,-5.4374,8.7
293,2023-01-01 00:00:05,44910,39727.84,-5.4746,1.3296,10.5
294,2023-01-01 00:00:05,36101,39478.86,-5.341,3.6784,10.7
295,2023-01-01 00:00:05,33056,38889.43,-1.7198,9.103,11.2
296,2023-01-01 00:00:05,47306,39945.9,-8.2325,-0.6632,10.7
297,2023-01-01 00:00:05,26605,23421.27,-0.922,5.7586,10.9
298,2023-01-01 00:00:05,41544,37534.68,1.4507,3.7566,7.4
299,2023-01-01 00:00:05,44800,39504.2,-5.5771,3.3619,11.0
300,2023-01-01 00:00:05,40364,40225.16,-9.7387,-3.078,10.6
301,2023-01-01 00:00:05,35874,18200.79,7.055,3.3974,10.3
302,2023-01-01 00:00:05,41594,21121.88,-7.8711,-0.7989,9.8
303,2023-01-01 00:00:05,23132,39196.08,7.7908,5.9928,10.4
304,2023-01-01 00:00:05,23429,40278.32,2.683,-6.1288,11.4
305,2023-01-01 00:00:05,33750,39747.63,-6.9679,1.226,10.6
306,2023-01-01 00:00:05,40368,37886.8,-1.5453,7.9169,11.0
307,2023-01-01 00:00:05,22787,40754.66,-0.371,-7.752,10.4
308,2023-01-01 00:00:05,28379,33327.55,0.5631,1.1668,10.8
309,2023-01-01 00:00:05,28546,37637.53,1.3982,-9.6318,10.2
310,2023-01-01 00:00:05,42814,39171.66,-3.4921,6.4799,11.1
311,2023-01-01 00:00:05,37392,39757.32,-7.1467,1.0294,11.1
312,2023-01-01 00:00:05,23764,39933.9,6.2304,2.9255,10.2
313,2023-01-01 00:00:05,32390,26870.41,-5.6652,4.6402,10.4
314,2023-01-01 00:00:05,36745,40005.65,-8.4436,-1.0993,10.9
315,2023-01-01 00:00:05,20887,1243.4,-8.7315,-6.9015,3.8
316,2023-01-01 00:00:05,26397,40894.74,1.4125,-9.2024,11.4
317,2023-01-01 00:00:05,40505,39075.95,-2.9296,7.3488,10.8
318,2023-01-01 00:00:06,44186,40010.17,-8.4875,-1.0385,11.1
319,2023-01-01 00:00:06,40734,33057.73,3.852,8.5868,10.4
320,2023-01-01 00:00:06,39190,11431.66,3.5774,-3.7681,8.7
321,2023-01-01 00:00:06,41594,21120.61,-7.9001,-0.7638,9.8
322,2023-01-01 00:00:06,44800,39500.84,-5.6022,3.3939,11.0
323,2023-01-01 00:00:06,39617,39902.76,-7.9285,-0.1788,10.7
324,2023-01-01 00:00:06,40364,40222.18,-9.7577,-3.0507,10.6
325,2023-01-01 00:00:06,46116,31543.06,-2.4367,3.3465,10.3
326,2023-01-01 00:00:06,40505,39072.38,-2.9583,7.3837,10.8
327,2023-01-01 00:00:06,44910,39724.44,-5.4976,1.3614,10.5
328,2023-01-01 00:00:06,39522,38891.75,-1.7991,9.1597,10.4
329,2023-01-01 00:00:06,41544,37530.42,1.426,3.7953,7.4
330,2023-01-01 00:00:06,42814,39168.13,-3.5201,6.5142,11.1
331,2023-01-01 00:00:06,47306,39942.78,-8.2538,-0.6342,10.7
332,2023-01-01 00:00:06,50212,38897.37,-1.7196,9.1663,10.8
333,2023-01-01 00:00:06,44034,39148.24,-3.5723,6.4655,10.2
334,2023-01-01 00:00:06,39285,40199.32,-9.5894,-2.7943,10.6
335,2023-01-01 00:00:06,40351,11602.15,2.2876,-5.3817,8.7
336,2023-01-01 00:00:06,41191,39444.93,-5.2829,3.9333,10.8
337,2023-01-01 00:00:06,40665,28816.36,-3.8129,10.3947,10.2
338,2023-01-01 00:00:06,44077,26356.73,6.0071,7.0082,10.2
339,2023-01-01 00:00:06,40368,37882.55,-1.575,7.9505,11.0
340,2023-01-01 00:00:06,28379,33325.24,0.5381,1.2042,10.8
341,2023-01-01 00:00:06,33056,38885.78,-1.7501,9.1392,11.2
342,2023-01-01 00:00:06,23230,40259.24,-3.1603,-7.8674,11.2
343,2023-01-01 00:00:06,23429,40273.81,2.6669,-6.0899,11.4
344,2023-01-01 00:00:06,38014,38842.36,-1.4503,9.6568,11.0
345,2023-01-01 00:00:06,25638,40897.58,-1.2625,-8.6898,11.1
346,2023-01-01 00:00:06,27825,39111.84,5.4533,7.0126,8.2
347,2023-01-01 00:00:06,37392,39754.1,-7.1696,1.0597,11.1
348,2023-01-01 00:00:06,23132,39191.28,7.7649,6.0374,10.4
349,2023-01-01 00:00:06,33750,39744.4,-6.991,1.2565,10.6
350,2023-01-01 00:00:06,25354,39935.62,0.5623,2.5512,10.8
351,2023-01-01 00:00:06,23313,40652.65,2.7838,-3.4147,11.3
352,2023-01-01 00:00:06,28542,40193.52,-8.8073,-2.748,10.8
353,2023-01-01 00:00:06,36745,40002.55,-8.4645,-1.0705,10.9
354,2023-01-01 00:00:06,35874,18197.58,7.0286,3.4501,10.3
355,2023-01-01 00:00:06,29498,25840.76,6.3217,5.8956,9.9
356,2023-01-01 00:00:06,28546,37632.47,1.3844,-9.5944,10.2
357,2023-01-01 00:00:06,38741,39936.5,-8.2078,-0.5234,11.2
358,2023-01-01 00:00:06,36101,39475.48,-5.3664,3.7107,10.7
359,2023-01-01 00:00:06,16064,24349.8,-0.7287,5.6925,10.8
360,2023-01-01 00:00:06,32264,2151.31,7.5684,2.325,6.6
361,2023-01-01 00:00:06,22787,40750.49,-0.3853,-7.7163,10.4
362,2023-01-01 00:00:06,23764,39929.21,6.2074,2.9682,10.2
363,2023-01-01 00:00:06,38752,7044.55,1.4721,-1.4161,6.0
364,2023-01-01 00:00:06,38778,40224.43,-9.8761,-3.0225,10.8
365,2023-01-01 00:00:06,32390,26864.84,-5.6965,4.6727,10.4
366,2023-01-01 00:00:06,26397,40890.36,1.3996,-9.1651,11.4
367,2023-01-01 00:00:06,25894,39466.38,-1.6196,4.3945,11.4
